ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,label
1.9196289125469452,1.2874080647957433,-0.4311195706342888,0.7110621740685872,0.16593610065400108,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,0.25882247377034434,0.07448355736347714,2.3607445593688086,0.2580541466439677,-0.2134695226439019,-0.18946736802826813,-1.0738546388403045,-0.6123205227527185,-0.6947481709998719,1.6315212244842356,-0.7292764774154955,-0.11129175713192595,0
-1.0196716222226287,-1.2649126838684024,-0.5082637458523851,-1.0503106885455378,0.07760329314951714,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,0.10496762817177353,0.6215276010650272,-1.6498339743762842,-0.4410362791695732,1.659143370506914,1.241832930293442,0.567626116396492,0.17587340594424036,2.304607099845575,-0.28236873038233334,1.283779481356416,0.888060730557593,0
-0.31018528624376607,-0.6035826113400408,-0.2768312201980962,-0.6393236872689085,-0.9823903969042903,0.33792927278489493,0.6194660573298142,-2.154208278067051,0.7538331018531486,0.14717648700026167,-1.2841605268486351,-0.6643065998210806,0.07448355736347714,0.4111577721316106,-0.4410362791695732,-0.2134695226439019,-0.18946736802826813,1.33597881033712,1.4074264195332387,-0.36148647423926666,0.355594587906523,-0.05825782449152497,1.5240123136327415,0
-0.715606049660259,-0.6035826113400408,0.34032218154667426,0.18265031528434972,-1.0707232044087742,2.759782988897938,2.633215259339561,-0.8800286070274633,-0.42672957439505554,0.14717648700026167,-1.8249663871892159,-0.7412340226203661,-1.019604530039623,1.6366123241092778,-0.4410362791695732,-0.2134695226439019,-0.18946736802826813,-0.1658014550922894,-1.7453492952545968,-0.6947481709998719,-0.28236873038233334,-0.7292764774154955,1.5240123136327415,0
0.09523547717272692,-1.5955777201325831,-0.6625520962885777,1.2981864616066288,0.7842657531853887,-0.4693552992527861,-0.38740854367505917,0.13931512980420666,-0.42672957439505554,0.14717648700026167,-0.20254880616747328,-1.2027985594160786,0.6215276010650272,-1.2599166169288447,1.1901747143953556,-0.6816227459316059,-0.6665674674688382,-0.30550194489967636,-0.21822355840423907,1.6380837063243647,-0.28236873038233334,-0.7292764774154955,-0.5201177748230927,1
-0.8169612405143822,-1.543911308216305,-0.2768312201980962,-1.6667911904604813,-0.5407263593818705,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,-0.4609353184327996,0.8790629145136885,0.10496762817177353,0.6215276010650272,-0.5357843816693141,-0.4410362791695732,-0.6816227459316059,-0.6665674674688382,0.9168773409149593,0.6684946113798397,1.97134540308497,0.355594587906523,-0.05825782449152497,1.5240123136327415,0
1.311497767422206,-0.7792484118553868,0.10888965589238535,-0.19898047161537732,-0.2757279368684187,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,-0.20274206302536812,-0.4725604863380729,-0.2572719834925715,-0.4410362791695732,-0.2134695226439019,-0.18946736802826813,-1.1437048837439978,0.8162809730105194,-0.02822477747866144,-0.28236873038233334,-0.7292764774154955,-0.9289437925142596,0
-0.10747490453551957,-0.7482485647056198,-0.4311195706342888,-0.6099674728920065,-0.5407263593818705,0.33792927278489493,0.6194660573298142,0.6489869982200417,-0.22996912835368818,0.14717648700026167,0.8790629145136885,-0.5104517542225098,0.07448355736347714,0.8567776092143986,0.2580541466439677,-0.2134695226439019,-0.18946736802826813,-1.2135551286476913,0.17587340594424036,-1.0280098677604772,-0.9203320486711896,-0.7292764774154955,-1.5194702625126117,1
1.1087873857139594,-0.43825009320795033,1.3431964593819263,0.4175000302995664,-0.5407263593818705,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,-0.5873791770217952,-1.019604530039623,-0.090164544586526,-0.4410362791695732,-0.6816227459316059,-0.6665674674688382,-1.1786300061958446,0.17587340594424036,-1.0280098677604772,-0.9203320486711896,-0.7292764774154955,-0.7472433402070744,1
2.0209841034010685,0.8120770751659835,-0.6625520962885777,2.58985989419032,-1.5123872419311941,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,-1.3566534050146493,-0.4725604863380729,-1.9283463725530268,-0.4410362791695732,-0.6816227459316059,-0.6665674674688382,-1.0738546388403045,0.17587340594424036,-0.6947481709998719,-0.28236873038233334,-0.7292764774154955,1.5240123136327415,1
-0.4115404770978893,1.5767399715269017,-0.6625520962885777,1.5330361766218454,-0.9823903969042903,5.181636705010981,1.6263406583346876,-3.5982785719119166,0.09796494838192406,0.14717648700026167,-1.2841605268486351,-0.20274206302536812,-0.4725604863380729,0.29975281286091354,-0.4410362791695732,0.2546837006438021,0.28763273141230195,-0.2705768224478296,0.17587340594424036,-0.6947481709998719,-0.28236873038233334,-0.05825782449152497,-0.7472433402070744,0
-0.4115404770978893,0.06808074357157658,-0.5854079210704815,0.2120065296612518,0.7842657531853887,-0.4693552992527861,-0.38740854367505917,0.13931512980420666,-1.08259772786628,-1.069047123865861,-0.20254880616747328,2.6435725805481924,0.6215276010650272,-1.0371066983874506,-0.4410362791695732,0.2546837006438021,0.28763273141230195,-0.5499778020626035,-0.957155366557638,-0.36148647423926666,-0.28236873038233334,-0.7292764774154955,-1.3831949232822227,0
1.818273721692822,0.4814120389018026,0.26317800632857796,0.5055686734302726,-0.010729514354966819,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,-0.1258146402260827,-1.019604530039623,-0.090164544586526,-0.4410362791695732,-0.6816227459316059,-0.6665674674688382,-1.2135551286476913,0.17587340594424036,-1.3612715645210824,-0.9203320486711896,-0.7292764774154955,-1.8828711671269822,1
0.8047218131515896,0.6984109689501713,-0.045398694543807266,1.004624317837608,1.844259443239196,-0.4693552992527861,-0.38740854367505917,0.6489869982200417,-0.22996912835368818,0.755288292433323,0.8790629145136885,1.489661238558911,-0.4725604863380729,-0.8699992594814051,2.3553254240845902,-0.6816227459316059,-0.6665674674688382,-0.7944536592255306,0.17587340594424036,0.638298616042549,-0.9203320486711896,-0.05825782449152497,-1.1106442448214449,1
